Code,Name,Brand,MAP Price,Warranty,Weight,Stock Level,Product Images,UPC/EAN
AV-SDUA941S,"UHC Airsoft Revolver 8"" Barrel - Silver",UHC,28.7,30 Day Return & Warranty,1.85,0,Product Image URL: http://www.airsoftstation.com/product_images/d/843/yhst-49666507782127_2271_256054254__82159.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/184/yhst-49666507782127_2271_345188103__04353.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/835/yhst-49666507782127_2271_345212428__76702.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/573/yhst-49666507782127_2271_345235872__18898.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/227/yhst-49666507782127_2271_345269044__49218.jpg,8.71E+11
UK-IU-M5000DM,A&K 5000 Round Auto Winding M4 Drum Magazine,A&K,65.95,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/n/399/a-k-5000-round-auto-winding-m4-drum-magazine-2__88503.gif,
UK-IU-SVD,"A&K Dragunov SVD Spring Sniper Rifle, Metal Version",A&K,104.95,30 Day Return & Warranty,9,0,Product Image URL: http://www.airsoftstation.com/product_images/k/899/a-k-dragunov-svd-spring-sniper-rifle-2__76082.jpg,
UK-AEG-SVD-NB,A&K SVD Dragunov Full Metal AEG Sniper Rifle,A&K,184.95,"30 Day Return, 45 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/x/893/a-k-full-metal-svd-dragunov-aeg-sniper-rifle-2__94706.jpg,6.09E+11
UK-IU-CQBL-NB,A&K M4 CQB-L Metal RIS AEG Airsoft Rifle,A&K,124.95,"30 Day Return, 45 Day Warranty",9.5,0,Product Image URL: http://www.airsoftstation.com/product_images/p/260/yhst-49666507782127_2272_568412__04218.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/290/yhst-49666507782127_2272_704724__17870.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/007/yhst-49666507782127_2272_788150__39493.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/443/yhst-49666507782127_2272_902734__74806.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/491/yhst-49666507782127_2272_1000670__71816.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/597/yhst-49666507782127_2272_1086823__07857.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/555/yhst-49666507782127_2272_1202309__73560.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/346/yhst-49666507782127_2272_1335723__11467.jpg,
EVK-ANK-M60-BK,A&K M60 Full Metal Support Airsoft Rifle,A&K,480.95,"30 Day Return, 45 Day Warranty",24,0,Product Image URL: http://www.airsoftstation.com/product_images/u/111/yhst-49666507782127_2271_78178516__98787.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/386/yhst-49666507782127_2271_461166213__48896.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/697/yhst-49666507782127_2271_461189495__84704.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/220/yhst-49666507782127_2271_461211784__27951.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/178/yhst-49666507782127_2271_461233845__90408.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/053/yhst-49666507782127_2271_461256866__50193.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/411/yhst-49666507782127_2271_461279954__15449.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/846/yhst-49666507782127_2271_461301218__25914.jpg,8.59E+11
UK-IU-MK43,A&K MK43 Full Metal Support Airsoft Rifle,A&K,414.95,"30 Day Return, 45 Day Warranty",21,0,Product Image URL: http://www.airsoftstation.com/product_images/w/561/yhst-49666507782127_2271_78198980__54498.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/594/yhst-49666507782127_2271_460773115__30874.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/511/yhst-49666507782127_2271_460796274__33279.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/587/yhst-49666507782127_2271_460819565__96191.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/148/yhst-49666507782127_2271_460842600__34040.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/862/yhst-49666507782127_2271_460864750__74460.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/776/yhst-49666507782127_2271_460887555__87036.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/455/yhst-49666507782127_2271_460910176__36441.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/532/yhst-49666507782127_2271_460932733__76175.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/270/yhst-49666507782127_2271_460954998__25780.jpg,8.59E+11
UK-IU-1892,"A&K 1892 Lever Action Gas Rifle, 37.5""",A&K,164.96,30 Day Return & Warranty,10,0,Product Image URL: http://www.airsoftstation.com/product_images/f/121/a-k-1892-lever-action-gas-rifle-37-5-2__28010.jpg,
UK-IU-M5CMAG,A&K Electric C-Mag for M5 Series,A&K,59.95,30 Day Return & Warranty,3.5,0,Product Image URL: http://www.airsoftstation.com/product_images/s/843/a-k-electric-c-mag-for-m5-series-2__65804.jpg,
UK-IU-MASADAC-NB,MAGPUL Licensed A&K Masada Full Metal ACR Dark Earth Airsoft Rifle,A&K,204.95,30 Day Return & Warranty,12,0,Product Image URL: http://www.airsoftstation.com/product_images/y/761/IU_MASADAC_NB_LRG__17890.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/528/IU_MASADAC_NB_02__47271.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/055/IU_MASADAC_NB_03__73479.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/504/IU_MASADAC_NB_01__61108.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/681/IU_MASADAC_NB_04__68415.jpg,
UK-IU-SVDB,"A&K SVD Dragunov Spring Airsoft Sniper Rifle, Black",A&K,74.95,30 Day Return & Warranty,8,0,Product Image URL: http://www.airsoftstation.com/product_images/e/679/a-k-svdb-ak-spring-rifle-black-2__55926.jpg,
UK-IU-M300L-NB,A&K LR300 Full Metal Folding Stock M4 Airsoft Rifle,A&K,219.95,"30 Day Return, 45 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/c/081/yhst-49666507782127_2271_505019740__10125.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/499/yhst-49666507782127_2271_505076885__04831.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/416/yhst-49666507782127_2271_505110161__12385.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/677/yhst-49666507782127_2271_505157723__74074.jpg,
UK-IU-M300-NB,A&K LR300 Short Commando Full Metal Folding Stock M4 Airsoft Rifle,A&K,204.95,"30 Day Return, 45 Day Warranty",11,0,Product Image URL: http://www.airsoftstation.com/product_images/q/104/yhst-49666507782127_2271_504107894__10988.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/010/yhst-49666507782127_2271_504239114__69711.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/002/yhst-49666507782127_2271_504321596__06046.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/384/yhst-49666507782127_2271_504424296__45887.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/815/yhst-49666507782127_2271_504539409__55246.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/866/yhst-49666507782127_2271_504639369__91088.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/400/yhst-49666507782127_2271_504733805__77191.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/669/yhst-49666507782127_2271_504809599__85456.jpg,8.75E+11
UK-IU-MASADAT,"MAGPUL Licensed A&K Masada ACR Airsoft Rifle, Tan",A&K,263.95,"30 Day Return, 45 Day Warranty",9.5,0,Product Image URL: http://www.airsoftstation.com/product_images/y/996/yhst-49666507782127_2269_146290538__26066.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/414/yhst-49666507782127_2269_146404208__33013.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/308/yhst-49666507782127_2269_146498789__38045.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/295/yhst-49666507782127_2269_146605157__54854.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/801/yhst-49666507782127_2269_146856775__10204.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/680/yhst-49666507782127_2269_147087977__72275.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/056/yhst-49666507782127_2269_147268898__06298.jpg,
UK-IU-MASADA-TB,A&K Magpul Masada Airsoft Rifle - Tan & Black Two Tone Edition,A&K,259.95,"30 Day Return, 45 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/n/181/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-3__08826.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/651/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-5__08201.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/853/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-7__98054.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/519/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-9__01197.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/421/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-11__76828.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/305/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-13__19862.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/497/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-15__34950.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/094/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-17__25434.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/608/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-19__46137.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/098/a-k-masada-magpul-licensed-full-metal-acr-aeg-tan-black-two-tone-edition-21__95521.jpg,
UK-IU-MASADA-BT,A&K Magpul MasadaAirsoft Rifle - Black & Tan Two Tone Edition,A&K,259.95,"30 Day Return, 45 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/w/111/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-3__32814.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/992/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-5__58389.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/623/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-7__19015.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/097/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-9__14043.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/603/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-11__26578.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/090/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-13__86894.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/795/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-15__77481.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/709/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-17__72562.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/575/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-19__57113.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/190/a-k-masada-magpul-licensed-full-metal-acr-aeg-black-tan-two-tone-edition-21__53838.jpg,
UK-IU-MASADAB-NB,MAGPUL Licensed A&K Masada Full Metal ACR Black Airsoft Rifle,A&K,263.95,"30 Day Return, 45 Day Warranty",12,15,Product Image URL: http://www.airsoftstation.com/product_images/f/838/IU-MASADAB-NB_LRG__92188.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/840/IU-MASADAB-NB_01__43822.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/805/IU-MASADAB-NB_02__81338.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/055/IU-MASADAB-NB_03__57584.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/676/IU-MASADAB-NB_05__52651.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/069/IU-MASADAB-NB_06__13690.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/452/IU-MASADAB-NB_07__03219.jpg,8.00E+11
UK-IU-PKM-NB,A&K PKM Full Metal Support Airsoft Rifle,A&K,449.95,"30 Day Return, 45 Day Warranty",25,0,Product Image URL: http://www.airsoftstation.com/product_images/c/918/a-k-pkm-3__37233.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/031/a-k-pkm-6__02346.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/355/a-k-pkm-8__42880.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/958/a-k-pkm-10__87830.jpg,
UK-IU-M4SS-TAN-NB,"A&K S-System M4A1 Spec. Ops Electric Airsoft Rifle, Tan",A&K,129.95,"30 Day Return, 45 Day Warranty",11,0,Product Image URL: http://www.airsoftstation.com/product_images/p/892/a-k-s-system-m4a1-spec-ops-electric-airsoft-rifle-tan-2__17623.jpg,
UK-IU-SVDCLIP,"A&K Steel Mag for the Dragunov 86 Bolt Action Spring Sniper Rifle, 50rd",A&K,13.8,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/l/771/a-k-steel-mag-for-the-dragunov-86-bolt-action-spring-sniper-rifle-50rd-2__92046.jpg,8.75E+11
UK-IU-SVDW,A&K SVD Imitation Wood Spring Airsoft Sniper Rifle,A&K,70.95,30 Day Return & Warranty,8,0,Product Image URL: http://www.airsoftstation.com/product_images/u/158/a-k-svd-imitation-wood-spring-airsoft-sniper-rifle-2__70444.jpg,
UK-AC-113,Punisher Skull Patch,UK ARMS,3,30 Day Return & Warranty,0.05,0,Product Image URL: http://www.airsoftstation.com/product_images/b/809/punisher-skull-patch-2__24676.jpg,
UK-AC-126,UKARMS Cobra Commander Velcro Patch (Black/Red),UK ARMS,3,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/j/156/ukarms-cobra-commander-velcro-patch-7__20411.jpg,
UK-AC-126A,UKARMS Cobra Commander Velcro Patch (Gray),UK ARMS,6.9,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/y/074/ukarms-cobra-commander-velcro-patch-12__79660.jpg,8.75E+11
UK-AC-126G,UKARMS Cobra Commander Velcro Patch (OD),UK ARMS,6.9,30 Day Return & Warranty,0.1,3,Product Image URL: http://www.airsoftstation.com/product_images/i/286/ukarms-cobra-commander-velcro-patch-17__23643.jpg,8.75E+11
UK-AC-126T,UKARMS Cobra Commander Velcro Patch (Tan),UK ARMS,6.9,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/j/316/ukarms-cobra-commander-velcro-patch-22__95343.jpg,
UK-AC-212,Quick Detach (QD) Barrel Extension For MK7A1 w/ Steel Flash Hider,,47.95,30 Day Return & Warranty,1,0,Product Image URL: http://www.airsoftstation.com/product_images/i/952/ac-212-quick-detach-barrel-extension-for-mk7a1-w-steel-flash-hider-2__93227.jpg,8.75E+11
UK-AC-213BK,Emerson Quick Draw Double M4 Magazine Holster - Black,Emerson,12.1,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/z/932/emerson-quick-draw-double-m4-magazine-holster-black-3__58249.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/486/emerson-quick-draw-double-m4-magazine-holster-black-5__05327.jpg,8.75E+11
UK-AC-213C,Emerson Quick Draw Double M4 Magazine Holster - Desert Digital Camo,Emerson,23,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/v/571/emerson-quick-draw-double-m4-magazine-holster-desert-digital-camo-3__78884.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/780/emerson-quick-draw-double-m4-magazine-holster-desert-digital-camo-5__27110.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/050/emerson-quick-draw-double-m4-magazine-holster-desert-digital-camo-7__89967.jpg,8.75E+11
UK-AC-213H,Emerson Quick Draw Double M4 Magazine Holster - Highlander Camo,Emerson,23,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/j/369/emerson-quick-draw-double-m4-magazine-holster-highlander-camo-10__66251.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/351/emerson-quick-draw-double-m4-magazine-holster-highlander-camo-5__68283.jpg,8.75E+11
UK-AC-213M,Emerson Quick Draw Double M4 Magazine Holster - Mandrake Camo,Emerson,23,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/v/763/emerson-quick-draw-double-m4-magazine-holster-mandrake-camo-3__85723.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/974/emerson-quick-draw-double-m4-magazine-holster-mandrake-camo-5__93298.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/369/emerson-quick-draw-double-m4-magazine-holster-mandrake-camo-7__32275.jpg,8.75E+11
UK-AC-213T,Emerson Quick Draw Double M4 Magazine Holster - Tan,Emerson,12.1,30 Day Return & Warranty,0.5,15,Product Image URL: http://www.airsoftstation.com/product_images/w/047/emerson-quick-draw-double-m4-magazine-holster-tan-3__83671.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/356/emerson-quick-draw-double-m4-magazine-holster-tan-5__77895.jpg,8.75E+11
UK-AC-235B,KOBRA AK-74 Red Dot Multi Reticle Sight,UK ARMS,94.95,30 Day Return & Warranty,0.8,0,Product Image URL: http://www.airsoftstation.com/product_images/f/474/kobra-ak-74-red-dot-multi-reticle-sight-2__91378.jpg,
UK-AC-284B,GOPRO Camera Mount for Rail Systems,,12.6,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/i/861/gopro-camera-mount-for-rail-systems-2__34816.jpg,8.75E+11
